,plsnt,attnt,snst,aptit,polarity_intense
เนื้อหนัง,0.0,0.0,-0.04,-0.04,-0.027
ความยาวคลื่น,-0.04,0.096,-0.04,0.084,0.033
ปัจจัยหลัก,0.719,0.0,0.0,0.783,0.501
เนบิวล่า,-0.7,0.0,0.919,0.0,-0.54
บิ่น,-0.83,0.0,0.521,-0.71,-0.687
ยาก,0.0,0.0,-0.8,-0.94,-0.58
พจน์,-0.85,0.0,0.605,-0.73,-0.728
ครัวเรือน,0.026,0.19,-0.085,0.091,0.074
ฤดูล่าสัตว์,0.0,0.0,-0.11,-0.12,-0.077
คว้า,0.0,0.115,-0.11,0.215,0.073
คันศร,0.937,0.847,0.0,0.0,0.595
ให้ผลตอบแทน,0.33,0.509,-0.045,0.064,0.286
การเรียกคืน,0.888,0.816,0.0,0.0,0.568
มอลต์,-0.08,0.106,0.0,0.125,0.05
๑๔,0.0,0.0,0.063,-0.03,-0.031
พวงมาลา,0.74,-0.745,0.0,0.252,0.579
ทหาร,0.383,0.351,-0.035,-0.09,0.203
แพร่งพราย,-0.5,-0.18,0.038,-0.34,-0.233
ผม,0.039,0.086,0.0,0.0,0.042
ความเงียบ,0.215,0.276,-0.095,0.11,0.169
อย่างเหมาะสม,0.845,0.806,0.0,0.238,0.63
ฝักบัว,0.424,0.47,0.0,0.0,0.298
ชาวจีน,-0.76,0.0,0.692,-0.84,-0.764
แซนด์,-0.06,0.0,0.0,-0.03,-0.03
ไปรษณีย์ด่วน,0.0,0.161,-0.08,0.219,0.1
เด็ดขาด,-0.122,0.344,0.257,0.252,0.072
ใส่น้ำตาล,0.989,-0.83,0.0,0.682,0.834
ทำให้สงบ,0.0,0.0,0.0,0.915,0.305
งานพิธี,0.82,0.0,0.0,0.885,0.568
รู้สึกกังวล,-0.04,0.253,-0.13,0.136,0.073
แผ่นใบ,0.0,-0.02,0.074,-0.09,-0.048
อัปยศ,-0.72,0.0,0.755,0.0,-0.492
การเล่น,0.501,-0.29,0.0,0.357,0.383
รายงานประจำปี,0.0,0.105,0.0,0.084,0.063
กาฝาก,-0.71,0.0,0.605,-0.62,-0.645
จุดเริ่มต้น,0.053,0.248,-0.18,0.258,0.126
การพูด,0.563,-0.59,0.0,0.612,0.588
เส้นทาง,-0.247,0.045,0.206,-0.152,-0.187
กล่องเสียง,0.0,0.0,0.0,0.106,0.035
หุ่นกระบอก,0.0,0.0,-0.91,-0.77,-0.56
กักกัน,0.959,0.853,0.0,0.0,0.604
ทะเล,0.011,0.078,-0.065,0.09,0.038
คาร์บอนไดออกไซด์,0.053,0.264,-0.11,0.23,0.146
คอขาดบาดตาย,-0.11,0.0,-0.2,0.0,-0.103
การรั่วไหล,-0.69,0.0,0.998,-0.84,-0.843
ทรงสิบสองหน้าปรกติ,0.641,-0.6,0.0,0.957,0.733
การให้อภัย,0.716,0.0,0.0,0.0,0.239
ของไหล,0.04,0.088,0.0,0.091,0.073
เหนียง,-0.59,0.0,0.887,-0.71,-0.729
เหี่ยวแห้ง,-0.34,0.092,-0.36,0.079,-0.176
ร้านอาหาร,0.06,0.054,0.0,0.048,0.054
บรม,0.329,0.35,-0.017,0.354,0.339
หลุมฝังศพ,-0.735,0.0,-0.212,-0.26,-0.402
น้ำชา,0.092,0.0,0.0,0.0,0.031
กลีบตา,-0.79,0.0,0.769,-0.79,-0.783
ว่าย,0.038,0.084,0.0,0.0,0.041
ยักษ์ใหญ่,-0.79,0.0,0.7,-0.51,-0.667
นาฬิกาจับเวลา,0.808,0.988,0.0,0.0,0.599
การเห็นชอบ,0.782,0.698,-0.145,0.554,0.63
มีประจำเดือน,0.995,0.841,0.0,0.0,0.612
กำหนัด,0.718,-0.72,0.0,0.952,0.797
คู่หู,0.17,0.125,-0.04,0.196,0.15
โลงศพ,0.0,0.0,-0.87,-0.75,-0.54
เหลือแสน,0.0,0.967,0.0,0.743,0.57
หวาน,0.11,0.0,0.0,0.164,0.091
ม.,0.472,0.726,0.0,0.49,0.563
ลูกอ๊อด,-0.79,0.0,-0.8,0.0,-0.53
วันคล้ายวันเกิด,0.863,0.0,0.0,0.878,0.58
โบรอน,-0.03,0.0,0.0,-0.08,-0.037
ขึ้นเครื่อง,0.0,-0.09,0.107,-0.1,-0.039
นางโทรศัพท์,-0.91,0.0,0.974,-0.61,-0.831
วัตถุระเบิด,-0.14,0.0,-0.11,-0.13,-0.127
กลับคำ,-0.97,0.0,0.616,-0.58,-0.722
คลอก,-0.04,0.174,0.679,-0.65,-0.398
ความเที่ยงตรง,0.014,-0.014,0.004,0.511,0.178
การควบคุมทางสังคม,-0.02,0.201,-0.06,0.246,0.122
วอชิงตัน,0.441,-0.308,0.0,0.0,0.25
ขี้เหนียว,-0.086,0.177,0.356,-0.375,-0.213
ผมปลอม,-0.875,0.0,0.751,-0.645,-0.757
คลื่น,0.031,0.158,-0.16,0.194,0.074
ของที่ระลึก,0.89,-0.95,0.0,0.0,0.613
ปลาคางคก,-0.54,0.0,0.829,-0.72,-0.696
หัวใจห้องบน,-0.02,0.0,0.022,-0.03,-0.024
เค้าเงื่อน,-0.02,0.138,-0.055,0.138,0.067
เมล็ดทานตะวัน,0.878,0.888,0.0,0.0,0.589
ฮาร์โมนิก,0.839,0.732,0.0,0.0,0.524
คันชัก,0.937,0.847,0.0,0.0,0.595
ฆ้อง,0.0,0.086,0.019,0.182,0.083
รถ,0.361,0.428,0.0,0.406,0.398
ตะลุมบอน,-0.92,0.0,0.994,0.0,-0.638
ซี,0.839,0.927,0.0,0.0,0.589
คุยกับ,0.038,0.0,0.0,0.097,0.045
คิดบัญชี,0.0,0.0,-0.96,-0.93,-0.63
ความเสื่อมโทรม,0.0,0.0,-0.96,-0.71,-0.557
อ่างล้างจาน,0.822,0.802,0.0,0.0,0.541
จาระบี,0.0,0.0,-0.99,-0.98,-0.657
เดินเครื่อง,0.301,-0.117,-0.333,0.259,0.115
กลางคัน,-0.75,0.0,0.785,-0.7,-0.745
เสื่อน้ำมัน,0.981,0.774,0.0,0.0,0.585
ส้มโอ,0.859,0.917,0.0,0.0,0.592
นกฮูก,0.0,0.105,0.0,0.0,0.035
ทางเลือก,0.039,0.308,-0.117,0.355,0.195
เครื่องคำนวณ,0.0,0.0,0.128,0.0,-0.043
เว้า,0.06,-0.03,0.037,0.075,0.043
สายดิ่ง,0.865,0.84,0.0,0.0,0.568
ม่าน,0.0,0.117,-0.07,0.094,0.047
วาติกัน,0.0,0.0,0.0,0.081,0.027
เสแสร้ง,-0.76,0.0,0.672,-0.88,-0.771
ผู้จัดการใหญ่,0.046,0.116,-0.05,0.076,0.063
การยิงประตู,0.424,-0.328,-0.02,0.606,0.446
ยืนยง,-0.199,0.12,0.12,0.023,-0.059
เพิ่มขึ้นอย่างรวดเร็ว,-0.79,0.0,0.59,-0.56,-0.647
มีชื่อเสียง,0.476,0.159,0.0,0.652,0.429
ระบุวันที่,0.863,-0.55,0.0,0.653,0.689
เงินก้อน,-0.02,-0.01,0.0,-0.08,-0.03
หลอดดูดน้ำ,0.959,0.761,0.0,0.0,0.573
ข้อความ,-0.015,0.068,-0.045,0.204,0.071
ของขลัง,0.0,0.0,0.0,0.751,0.25
จำนวนเงิน,-0.02,0.216,0.06,0.141,0.092
ปฏิญญา,0.192,0.355,-0.14,0.56,0.322
สาระสำคัญ,0.322,-0.334,0.0,0.537,0.398
การกอดรัด,0.032,0.0,0.0,0.077,0.036
บึกบึน,0.372,0.308,0.0,0.486,0.389
ผัดวันประกันพรุ่ง,0.0,0.082,0.0,0.077,0.053
ดวล,0.0,-0.01,-0.08,-0.16,-0.077
ใบเสร็จรับเงิน,-0.03,0.249,-0.06,0.102,0.087
ทางลัด,-0.05,0.119,-0.12,0.219,0.056
ตะเกียง,0.068,-0.015,0.017,0.024,0.03
แสงเลเซอร์,-0.25,-0.015,0.396,-0.53,-0.387
ไปรษณียบัตร,0.051,0.0,0.0,0.072,0.041
คีมปากนกแก้ว,0.0,0.0,-0.73,-0.96,-0.563
ความซื่อสัตย์,0.655,-0.025,0.0,0.862,0.514
เยาว์วัย,0.101,0.074,0.03,0.0,0.048
รอยยิ้ม,0.997,0.0,0.0,0.0,0.332
บรรเทาลง,-0.77,0.0,0.511,-0.53,-0.604
ผู้รับ,0.141,-0.12,-0.06,-0.06,0.047
แมมมอธ,0.969,0.952,0.0,0.0,0.64
สลัม,-0.76,0.0,0.0,0.0,-0.253
ทุกสิ่งทุกอย่าง,-0.362,0.087,-0.04,-0.242,-0.186
หัน,0.061,0.0,0.0,0.174,0.078
ประกอบอาหาร,0.04,0.0,0.0,0.067,0.036
อติสีตศาสตร์,-0.97,0.0,0.852,0.0,-0.607
ลูกช้าง,0.032,0.109,-0.07,0.085,0.052
ตลาดผูกขาด,-0.89,0.0,0.855,0.0,-0.582
นั่งเหยียดขา,-0.84,0.0,0.0,-0.81,-0.55
มูล,-0.69,0.0,0.936,-0.87,-0.832
เข้าร่องเข้ารอย,0.731,0.729,0.0,0.866,0.775
กรุป,0.065,0.113,0.0,0.1,0.093
แต่งหน้าทาปาก,0.0,0.202,-0.1,0.241,0.114
ออรัลเซ็กส์,0.215,0.194,-0.2,0.279,0.163
มนุษย์ต่างดาว,-0.65,0.0,0.859,-0.63,-0.713
รั้น,0.0,0.0,-0.9,0.0,-0.3
เภตรา,-0.09,0.192,-0.08,0.106,0.043
การสั่นสะเทือน,-0.35,-0.235,-0.132,-0.26,-0.169
ทวีปยุโรป,0.838,0.707,0.0,0.904,0.816
อักษะ,0.0,0.0,0.99,-0.73,-0.573
ความรู้,0.307,0.144,0.198,0.391,0.215
ปชช.,0.0,0.0,0.695,-0.82,-0.505
เส้นเลือด,0.042,-0.06,0.0,-0.03,0.024
คุ้ย,-0.515,0.0,0.242,-0.355,-0.371
เงิน,0.0,0.901,0.0,0.904,0.602
ดารา,0.0,0.797,0.0,0.804,0.534
เมียเก่า,-0.74,0.0,0.855,0.0,-0.532
อนุสัญญา,0.799,-0.85,0.0,0.0,0.55
รส,0.85,0.836,0.0,0.484,0.723
ความไม่จริงใจ,-0.72,0.0,0.659,-0.74,-0.706
การต่อสู้,-0.037,0.0,-0.057,-0.407,-0.167
สลด,-0.85,0.0,0.0,0.0,-0.283
กุฏิ,0.026,0.069,0.0,0.0,0.032
แปรงทาสี,0.741,0.88,0.0,0.0,0.54
ข้าม,-0.025,0.033,-0.365,-0.456,-0.271
โรคเรื้อน,0.0,0.0,-0.81,-0.96,-0.59
นั่งรถประจำทาง,-0.06,0.122,-0.04,0.113,0.045
การท้าทาย,0.052,-0.03,0.383,-0.355,-0.219
เอกราช,0.184,0.374,0.28,0.027,0.102
ลำโพงเสียงทุ้ม,0.056,-0.01,0.036,0.073,0.034
คิดไม่ถึง,0.0,0.0,0.97,-0.89,-0.62
ความพินาศ,-0.09,-0.01,0.0,-0.06,-0.047
ความเหน็ดเหนื่อย,-0.8,0.0,0.0,-0.72,-0.507
ละทิ้ง,-0.725,0.0,0.684,-0.71,-0.706
ความขม,-0.35,0.0,0.259,-0.69,-0.433
จับจ่าย,0.0,0.056,0.0,0.058,0.038
ส้อม,-0.025,-0.31,0.443,-0.07,-0.076
ระดับ,-0.75,0.0,0.589,-0.71,-0.683
อาสาสมัคร,0.0,0.991,0.0,0.799,0.597
ยอม,-0.148,0.143,-0.182,0.235,0.016
นักแสดงชาย,0.0,0.797,0.0,0.804,0.534
การปิดล้อม,-0.07,0.0,-0.1,-0.18,-0.117
แส้,0.559,0.147,0.004,0.269,0.324
ถุงลม,-0.05,0.0,-0.05,-0.04,-0.047
คู่ปรับ,-0.412,0.023,0.299,-0.444,-0.377
ลูกวัว,0.032,0.109,-0.07,0.085,0.052
ปรับระดับ,0.887,-0.95,0.0,0.913,0.917
ยูคาลิปตัส,0.859,0.0,0.0,0.802,0.554
การย้าย,0.047,0.178,-0.09,0.277,0.137
ไฟไหม้,0.038,0.0,-0.07,-0.06,-0.031
ประนีประนอม,0.935,0.0,0.0,0.963,0.633
ภิกษุ,0.025,0.246,0.0,0.226,0.166
นคร,0.044,0.0,0.0,0.117,0.054
ปั้นจั่น,0.0,0.908,0.0,0.837,0.582
รถพ่วง,0.0,0.0,0.0,0.069,0.023
กระสุน,0.102,0.037,-0.395,-0.392,-0.216
ในไม่ช้า,0.0,0.071,0.0,0.0,0.024
โหราจารย์,0.083,0.0,0.0,0.075,0.053
ลูกพัค,0.729,0.739,0.0,0.0,0.489
คั่น,0.0,0.0,-0.77,-0.88,-0.55
ความสามารถ,0.061,-0.163,0.158,0.322,0.129
ปืนสั้น,0.0,0.0,0.221,-0.837,-0.353
นักคิด,0.0,0.155,0.0,0.0,0.052
สวนพฤกษชาติ,0.026,0.0,0.0,0.073,0.033
จอสัมผัส,0.893,0.979,0.0,0.0,0.624
แผ่นดินถล่ม,0.0,-0.03,-0.1,-0.07,-0.047
รัง,0.487,0.538,0.012,0.068,0.36
กระพือปีก,0.062,-0.6,0.0,0.289,0.317
ประแป้ง,0.973,-0.86,0.0,0.0,0.611
ช้อนปลูก,0.0,0.068,0.0,0.0,0.023
ตีเสมอ,0.059,0.171,0.045,0.234,0.14
การนองเลือด,-0.67,0.0,0.938,-0.7,-0.769
ฮาลาล,0.726,-0.99,0.0,0.0,0.572
ดินโป่ง,0.861,-0.54,0.0,0.976,0.792
จักรพรรดิ,0.054,0.068,0.0,0.068,0.063
การให้คำปรึกษา,0.412,-0.346,-0.07,0.554,0.414
ปวด,-0.807,0.0,-0.773,-0.237,-0.606
ดีลเลอร์,-0.385,0.0,0.0,-0.45,-0.278
การเดินเรือ,-0.03,0.127,0.041,0.15,0.069
ผู้ค้ำประกัน,0.964,0.931,0.0,0.0,0.632
ลัทธิชาตินิยม,0.553,-0.72,0.0,0.752,0.675
พหุพจน์,0.032,0.109,-0.07,0.085,0.052
คลุกเคล้า,0.855,0.041,0.0,0.304,0.4
ผสมพันธุ์,0.016,0.088,-0.303,-0.157,-0.119
หยาบคาย,-0.39,0.074,-0.055,-0.33,-0.234
จุดเริ่ม,0.102,0.142,-0.08,0.224,0.129
การผสมผสาน,0.301,-0.261,-0.023,0.319,0.286
คนต่างชาติ,-0.57,0.0,0.803,-0.77,-0.714
ความหนืด,-0.03,0.178,0.0,0.168,0.105
ค้าน,-0.403,0.011,0.264,-0.287,-0.314
หัวหน้าแผนก,0.0,0.089,0.0,0.0,0.03
ที่มา,0.651,0.027,-0.027,0.075,0.242
คาเฟอีน,0.0,0.0,0.0,0.128,0.043
เกี่ยวกับพีชคณิต,0.758,0.887,0.0,0.0,0.548
โดยรวม,-0.67,0.0,0.688,-0.89,-0.749
กาเฟอีน,0.0,0.0,0.0,0.128,0.043
โซโห,0.591,-0.74,0.0,0.672,0.668
ปลดอาวุธ,-0.98,0.0,0.654,-0.84,-0.825
โลภ,-0.134,0.028,0.266,-0.783,-0.385
รูปร่างหน้าตา,0.395,-0.082,0.127,0.148,0.166
ไส้ตะเกียง,0.5,0.428,0.0,0.098,0.342
การนับคะแนน,0.0,0.178,-0.1,0.193,0.09
ตอก,0.265,0.015,-0.017,0.215,0.159
รักษา,0.122,0.127,-0.04,0.409,0.206
ความก้าวร้าว,-0.06,0.128,0.707,-0.67,-0.436
แพ,0.148,0.0,0.0,0.149,0.099
เหลือบมอง,0.376,-0.272,0.0,0.334,0.327
การผิดศีลธรรม,-0.69,0.0,0.89,-0.98,-0.853
กำจัดวัชพืช,0.0,-0.01,0.031,-0.05,-0.024
นิติธรรม,-0.01,-0.408,-0.03,0.552,0.307
นกกระสาดำ,-0.02,0.0,-0.05,0.0,-0.023
การบิดเบือน,-0.64,0.0,0.815,-0.72,-0.725
สี่เหลี่ยมผืนผ้า,0.861,0.06,0.0,0.293,0.405
สาวแก่,0.0,0.0,0.813,-0.95,-0.588
วงโคจร,0.989,-0.9,0.0,0.876,0.922
คอตก,-0.99,0.0,0.691,-0.65,-0.777
บุหรี่,0.057,0.0,-0.08,-0.1,-0.041
ความโชคร้าย,-0.607,0.0,0.34,-0.813,-0.587
กำกับ,0.05,0.166,-0.07,0.152,0.099
ชุมสาย,0.035,0.065,0.025,0.127,0.067
เหยื่อล่อ,0.059,0.0,0.0,0.049,0.036
อนุญาโตตุลาการ,0.0,0.146,0.0,0.077,0.074
นำเที่ยว,0.247,-0.291,-0.035,0.484,0.329
ร้อนๆ,0.0,0.0,-0.93,-0.77,-0.567
เชื้อไวรัส,0.0,0.0,-0.98,-0.85,-0.61
เดียวกัน,-0.236,0.172,0.323,-0.225,-0.204
ปีก,0.02,0.078,0.0,0.0,0.033
ช่วงต่อเวลา,-0.07,0.207,-0.05,0.228,0.105
ปลดออก,-0.71,0.0,0.0,-0.87,-0.527
สัญญาณไฟ,0.085,0.107,-0.08,0.0,0.037
เฟส,0.794,0.833,0.0,0.0,0.542
ช่วย,0.959,-0.082,0.0,0.706,0.582
อาการปวดประจำเดือน,-0.73,0.0,0.555,-0.9,-0.728
ยาแก้เกร็ง,0.701,-0.76,0.0,0.904,0.788
ผู้ป่วยใน,-0.96,0.0,0.742,0.0,-0.567
ทบทวน,0.386,-0.109,-0.016,0.298,0.259
รั้ง,-0.244,0.051,0.135,-0.085,-0.138
ขั้วโลก,0.86,0.825,0.0,0.0,0.562
ความกระจ่าง,0.538,-0.59,0.0,0.721,0.616
รัตนชาติ,0.681,-0.57,0.0,0.632,0.628
พูดมาก,-0.61,0.0,0.738,-0.8,-0.716
๑,-0.61,0.0,0.856,-0.82,-0.762
เล่นว่าว,0.089,-0.18,0.037,-0.06,0.057
โชว์,0.995,0.722,0.0,0.773,0.83
รอง,0.548,-0.86,0.0,0.938,0.782
เปื้อน,0.0,0.0,0.943,-0.8,-0.581
สูติศาสตร์,0.0,0.0,0.89,-0.76,-0.55
ด้านซ้าย,0.883,-0.59,0.0,0.533,0.669
ลายมือ,-0.84,0.0,0.579,-0.74,-0.72
เก้าอี้พับ,0.074,0.0,0.0,0.0,0.025
ขยายเวลา,0.853,0.0,0.0,0.938,0.597
กล้าหาญ,0.0,0.498,0.0,0.884,0.461
แม่นยำ,0.745,-0.55,0.0,0.597,0.631
ชุบเลี้ยง,0.0,0.631,-0.075,0.598,0.385
ฌาปนกิจศพ,0.0,0.0,0.0,-0.78,-0.26
ทำให้สมบูรณ์,0.237,-0.27,-0.1,0.652,0.353
จุ้น,-0.99,0.0,0.581,-0.97,-0.847
รั่ว,-0.68,0.0,0.644,-0.808,-0.711
คนกินจุ,0.066,0.157,0.045,-0.02,0.053
กระบะ,-0.62,0.0,0.996,-0.68,-0.765
ผู้นำทางจิตวิญญาณ,0.763,0.0,0.0,0.719,0.494
ความเมตตา,0.879,0.0,0.0,0.986,0.622
เฉ,-0.91,0.0,-0.72,-0.99,-0.873
แฮม,0.0,0.08,0.0,0.0,0.027
ดง,-0.101,0.105,0.197,-0.14,-0.111
บรรเลง,0.942,-0.58,0.0,0.54,0.687
เคลื่อนที่,-0.349,0.193,-0.242,0.119,-0.093
กระแหนะกระแหน,-0.403,0.0,0.885,-0.687,-0.658
สัญญาเช่า,-0.05,0.116,-0.04,0.102,0.043
ราชสำนัก,0.028,0.097,0.0,0.086,0.07
อาวุธยุทธภัณฑ์,-0.9,0.0,0.517,-0.92,-0.779
พลิก,0.061,0.0,0.0,0.174,0.078
ล่วงล้ำ,0.0,0.0,0.71,-0.88,-0.53
จำใจ,-0.75,0.0,-1.0,0.0,-0.583
ท่องจำ,-0.13,0.0,0.044,-0.13,-0.101
ตับ,0.0,0.0,0.0,-0.08,-0.027
ลงแป้ง,0.04,0.137,-0.05,0.056,0.061
ถก,0.0,0.275,-0.15,0.222,0.116
สติแตก,-0.09,0.0,-0.05,0.0,-0.047
อาศัย,0.0,0.142,-0.06,0.143,0.075
ระบบระบายอากาศ,-0.58,0.0,0.732,-0.85,-0.721
อำนาจ,0.49,0.539,0.0,0.39,0.473
ฝาผนัง,0.024,0.0,0.0,0.075,0.033
ไม้เรียว,0.304,-0.316,0.0,0.459,0.36
พิมพ์ดีดไฟฟ้า,0.0,0.0,0.128,0.0,-0.043
ทิศตะวันตก,0.0,0.0,-0.71,-0.98,-0.563
หอมแก้ม,0.973,0.804,0.0,0.0,0.592
อุปลักษณ์,0.066,0.079,0.0,0.142,0.096
การหมิ่นประมาท,-0.47,0.0,0.962,-0.765,-0.732
งานเลี้ยงค็อกเทล,0.962,0.0,0.0,0.0,0.321
ควง,0.0,0.0,-0.75,-0.84,-0.53
การรณรงค์,-0.81,0.0,0.0,0.0,-0.27
ตลาด,0.286,0.274,0.003,0.298,0.285
เศร้า,-0.843,0.182,-0.442,-0.008,-0.37
เรื่องราว,0.05,0.518,0.0,0.046,0.205
กัปตัน,0.04,0.056,-0.025,0.071,0.047
การเสียดสี,-0.85,0.0,0.743,-0.83,-0.808
ข้ามชาติ,-0.72,0.0,-0.76,0.0,-0.493
วิธีปฏิบัติ,0.068,0.0,0.014,0.055,0.036
สาระแน,-0.788,0.0,0.056,-0.638,-0.494
ทัพพี,0.693,-0.69,0.0,0.583,0.655
หัวหอม,0.76,-0.775,0.0,0.0,0.512
วัยทารก,0.0,0.075,0.0,0.159,0.078
คารวะ,0.417,0.426,-0.088,0.706,0.487
จัดแถว,-0.53,0.0,0.569,-0.77,-0.623
ระยะเวลา,0.091,-0.18,0.0,0.071,0.114
กล้องวิดีโอ,0.0,-0.02,0.048,-0.05,-0.026
ความเย็น,0.304,0.284,-0.11,0.166,0.215
ฝุ่น,-0.95,0.0,0.738,-0.58,-0.756
ผ้าฝ้าย,-0.03,0.0,0.0,-0.04,-0.023
โซ่ทองคล้องใจ,0.026,0.069,0.0,0.0,0.032
เอ็มบริโอ,0.0,0.067,0.0,0.07,0.046
น้ำแข็ง,-0.057,0.38,0.0,0.068,0.13
หาญ,0.0,0.0,0.0,0.917,0.306
ความลามก,-0.52,0.0,0.648,-0.96,-0.709
ยืนกราน,0.0,0.0,-0.89,-0.8,-0.563
อธิบายเพิ่มเติม,-0.06,0.108,-0.08,0.233,0.067
ความตกลง,0.808,0.0,0.0,0.943,0.584
การเพิ่มขึ้น,-0.01,0.231,-0.072,0.271,0.14
ติดยา,-0.92,-0.81,0.972,0.0,-0.361
พยาธิ,-0.507,0.018,-0.565,-0.285,-0.446
กระหม่อม,-0.72,0.0,0.712,0.0,-0.477
พลโท,0.688,-0.9,0.0,0.877,0.822
นอบ,0.937,0.847,0.0,0.0,0.595
กา,0.005,-0.227,0.009,0.111,0.111
ละครสัตว์,0.954,0.0,0.0,0.0,0.318
กุลี,0.73,0.972,0.0,0.0,0.567
คนรักร่วมเพศ,0.547,-0.85,0.0,0.924,0.774
โปรแกรมประยุกต์,0.0,0.0,0.0,0.075,0.025
ขา,0.018,0.081,0.014,0.098,0.061
ผู้รักชาติ,0.821,0.989,0.0,0.0,0.603
เฟอร์นิเจอร์,0.514,-0.97,0.0,0.899,0.794
นักวิชาการ,-0.361,0.0,-0.02,-0.329,-0.237
ภาษีอากร,-0.28,0.0,-0.23,-0.12,-0.21
บันทึกประจำวัน,0.866,-0.71,0.0,0.0,0.525
ผู้เข้าร่วมประชุม,0.0,0.837,0.0,0.932,0.59
คืบคลาน,-0.7,0.0,0.801,0.0,-0.5
กรวยยอดตัด,0.0,0.0,0.061,-0.03,-0.03
เข้มข้น,-0.157,-0.085,-0.08,0.085,-0.022
ส่วนเติมเต็ม,0.42,0.2,0.0,0.437,0.352
กุ้งมังกร,0.061,0.07,-0.05,0.073,0.051
ซากศพ,0.0,0.0,-0.75,-0.74,-0.497
บ่อเกรอะ,-0.02,-0.01,0.0,-0.08,-0.03
ตัวโกง,-0.16,0.0,0.0,-0.19,-0.117
ตอนบ่าย,0.02,0.067,0.0,0.0,0.029
หลักศีลธรรม,0.866,-0.325,0.0,0.733,0.641
กิจวัตรประจำวัน,0.823,0.982,0.0,0.0,0.602
เสื้อกั๊ก,0.71,0.948,0.0,0.0,0.553
หุ้นบุริมสิทธิ,0.069,0.07,0.0,0.116,0.085
